"Year","Team","Current Conference","Actual Conference","Team State","Team City","Coach","Ranking","Seed","RPI","Score","Opponent Score","Score Bucket","Opponent Score Bucket","Opponent","Overtimes","Round","Region","Season Wins","Season Losses","Automatic/At-Large","Opponent Current Conference","Opponent Actual Conference","Opponent State","Opponent City","Opponent Ranking","Opponent Seed","Opponent RPI","Opponent Region","Location City","Location State","Day of Week","Date","Decade","Wins","Losses"
"1987","Syracuse","Atlantic Coast","Big East","New York","Syracuse","Boeheim, Jim","10","2","0","87","81"," 80 - 89"," 80 - 89","Florida","0","Sweet Sixteen","East","26","6","At Large","Southeastern","Southeastern","Florida","Gainesville","0","6","0","East","East Rutherford","New Jersey","Thursday","March 19","1980-1989","1","0"
"1987","Syracuse","Atlantic Coast","Big East","New York","Syracuse","Boeheim, Jim","10","2","0","79","73"," 70 - 79"," 70 - 79","Georgia Southern","0","Round of 64","East","26","6","At Large","Sun Belt","Atlantic Sun","Georgia","Statesboro","0","15","0","East","Syracuse","New York","Friday","March 13","1980-1989","1","0"
"1987","Syracuse","Atlantic Coast","Big East","New York","Syracuse","Boeheim, Jim","10","2","0","79","75"," 70 - 79"," 70 - 79","North Carolina","0","Elite Eight","East","26","6","At Large","Atlantic Coast","Atlantic Coast","North Carolina","Chapel Hill","2","1","0","East","East Rutherford","New Jersey","Saturday","March 21","1980-1989","1","0"
"1987","Syracuse","Atlantic Coast","Big East","New York","Syracuse","Boeheim, Jim","10","2","0","77","63"," 70 - 79"," 60 - 69","Providence","0","National Semifinals","East","26","6","At Large","Big East","Big East","Rhode Island","Providence","0","6","0","Southeast","New Orleans","Louisiana","Saturday","March 28","1980-1989","1","0"
"1987","Syracuse","Atlantic Coast","Big East","New York","Syracuse","Boeheim, Jim","10","2","0","104","86","100 or more"," 80 - 89","Western Kentucky","0","Round of 32","East","26","6","At Large","Conference USA","Sun Belt","Kentucky","Bowling Green","0","10","0","East","Syracuse","New York","Sunday","March 15","1980-1989","1","0"
"1987","Temple","American Athletic","Atlantic Ten","Pennsylvania","Philadelphia","Chaney, John","8","2","0","75","56"," 70 - 79"," 50 - 59","Southern","0","Round of 64","Midwest","31","3","Automatic","Southwestern Athletic","Southwestern Athletic","Louisiana","Baton Rouge","0","15","0","Midwest","Chicago","Illinois","Friday","March 13","1980-1989","1","0"
"1987","Texas Christian","Big Twelve","Southwest","Texas","Fort Worth","Killingsworth, Jim","19","4","0","76","60"," 70 - 79"," 60 - 69","Marshall","0","Round of 64","East","23","6","At Large","Conference USA","Southern","West Virginia","Huntington","0","13","0","East","Charlotte","North Carolina","Thursday","March 12","1980-1989","1","0"
"1987","Texas-El Paso","Conference USA","Western Athletic","Texas","El Paso","Haskins, Don","0","7","0","98","91"," 90 - 99"," 90 - 99","Arizona","1","Round of 64","West","24","6","At Large","Pacific Twelve","Pacific Twelve","Arizona","Tucson","0","10","0","West","Tucson","Arizona","Friday","March 13","1980-1989","1","0"
"1987","UCLA","Pacific Twelve","Pacific Twelve","California","Los Angeles","Hazzard, Walt","15","4","0","92","73"," 90 - 99"," 70 - 79","Central Michigan","0","Round of 64","West","24","6","Automatic","Mid American","Mid American","Michigan","Mt. Pleasant","0","13","0","West","Salt Lake City","Utah","Thursday","March 12","1980-1989","1","0"
"1987","Western Kentucky","Conference USA","Sun Belt","Kentucky","Bowling Green","Arnold, Murray","0","10","0","64","62"," 60 - 69"," 60 - 69","West Virginia","0","Round of 64","East","28","8","At Large","Big Twelve","Atlantic Ten","West Virginia","Morgantown","0","7","0","East","Syracuse","New York","Friday","March 13","1980-1989","1","0"
"1987","Wyoming","Mountain West","Western Athletic","Wyoming","Laramie","Brandenburg, Jim","0","12","0","78","68"," 70 - 79"," 60 - 69","UCLA","0","Round of 32","West","22","9","Automatic","Pacific Twelve","Pacific Twelve","California","Los Angeles","15","4","0","West","Salt Lake City","Utah","Saturday","March 14","1980-1989","1","0"
"1987","Wyoming","Mountain West","Western Athletic","Wyoming","Laramie","Brandenburg, Jim","0","12","0","64","60"," 60 - 69"," 60 - 69","Virginia","0","Round of 64","West","22","9","Automatic","Atlantic Coast","Atlantic Coast","Virginia","Charlottesville","0","5","0","West","Salt Lake City","Utah","Thursday","March 12","1980-1989","1","0"
"1987","Xavier, Ohio","Big East","Horizon League","Ohio","Cincinnati","Gillen, Pete","0","13","0","70","69"," 70 - 79"," 60 - 69","Missouri","0","Round of 64","Midwest","18","12","Automatic","Southeastern","Big Eight","Missouri","Columbia","14","4","0","Midwest","Indianapolis","Indiana","Thursday","March 12","1980-1989","1","0"
"1988","Arizona","Pacific Twelve","Pacific Twelve","Arizona","Tucson","Olson, Luther","2","1","0","90","50"," 90 - 99"," 50 - 59","Cornell","0","Round of 64","West","31","2","Automatic","Ivy League","Ivy League","New York","Ithaca","0","16","0","West","Los Angeles","California","Friday","March 18","1980-1989","1","0"
"1988","Arizona","Pacific Twelve","Pacific Twelve","Arizona","Tucson","Olson, Luther","2","1","0","99","79"," 90 - 99"," 70 - 79","Iowa","0","Sweet Sixteen","West","31","2","Automatic","Big Ten","Big Ten","Iowa","Iowa City","17","5","0","West","Seattle","Washington","Friday","March 25","1980-1989","1","0"
"1988","Arizona","Pacific Twelve","Pacific Twelve","Arizona","Tucson","Olson, Luther","2","1","0","70","52"," 70 - 79"," 50 - 59","North Carolina","0","Elite Eight","West","31","2","Automatic","Atlantic Coast","Atlantic Coast","North Carolina","Chapel Hill","7","2","0","West","Seattle","Washington","Sunday","March 27","1980-1989","1","0"
"1988","Arizona","Pacific Twelve","Pacific Twelve","Arizona","Tucson","Olson, Luther","2","1","0","84","55"," 80 - 89"," 50 - 59","Seton Hall","0","Round of 32","West","31","2","Automatic","Big East","Big East","New Jersey","South Orange","0","8","0","West","Los Angeles","California","Sunday","March 20","1980-1989","1","0"
"1988","Auburn","Southeastern","Southeastern","Alabama","Auburn","Smith, Sonny","0","8","0","90","86"," 90 - 99"," 80 - 89","Bradley","0","Round of 64","Southeast","18","10","At Large","Missouri Valley","Missouri Valley","Illinois","Peoria","11","9","0","Southeast","Atlanta","Georgia","Thursday","March 17","1980-1989","1","0"
"1988","Brigham Young","West Coast","Western Athletic","Utah","Provo","Andersen, Ladell","19","4","0","98","92"," 90 - 99"," 90 - 99","Charlotte","1","Round of 64","Southeast","25","5","At Large","Conference USA","Sun Belt","North Carolina","Charlotte","0","13","0","Southeast","Atlanta","Georgia","Thursday","March 17","1980-1989","1","0"
"1988","DePaul","Big East","Independent","Illinois","Chicago","Meyer, Joey","0","5","0","83","62"," 80 - 89"," 60 - 69","Wichita State","0","Round of 64","Midwest","21","7","At Large","American Athletic","Missouri Valley","Kansas","Wichita","0","12","0","Midwest","South Bend","Indiana","Thursday","March 17","1980-1989","1","0"
"1988","Duke","Atlantic Coast","Atlantic Coast","North Carolina","Durham","Krzyzewski, Mike","5","2","0","85","69"," 80 - 89"," 60 - 69","Boston","0","Round of 64","East","24","6","Automatic","Patriot","America East","Massachusetts","Boston","0","15","0","East","Chapel Hill","North Carolina","Thursday","March 17","1980-1989","1","0"
"1988","Duke","Atlantic Coast","Atlantic Coast","North Carolina","Durham","Krzyzewski, Mike","5","2","0","73","72"," 70 - 79"," 70 - 79","Rhode Island","0","Sweet Sixteen","East","24","6","Automatic","Atlantic Ten","Atlantic Ten","Rhode Island","Kingston","0","11","0","East","East Rutherford","New Jersey","Thursday","March 24","1980-1989","1","0"
"1988","Duke","Atlantic Coast","Atlantic Coast","North Carolina","Durham","Krzyzewski, Mike","5","2","0","94","79"," 90 - 99"," 70 - 79","Southern Methodist","0","Round of 32","East","24","6","Automatic","American Athletic","Southwest","Texas","Dallas","0","7","0","East","Chapel Hill","North Carolina","Saturday","March 19","1980-1989","1","0"
"1988","Duke","Atlantic Coast","Atlantic Coast","North Carolina","Durham","Krzyzewski, Mike","5","2","0","63","53"," 60 - 69"," 50 - 59","Temple","0","Elite Eight","East","24","6","Automatic","American Athletic","Atlantic Ten","Pennsylvania","Philadelphia","1","1","0","East","East Rutherford","New Jersey","Saturday","March 26","1980-1989","1","0"
"1988","Florida","Southeastern","Southeastern","Florida","Gainesville","Sloan, Norm","0","6","0","62","59"," 60 - 69"," 50 - 59","St. John's, New York","0","Round of 64","West","22","11","At Large","Big East","Big East","New York","Jamaica","0","11","0","West","Salt Lake City","Utah","Thursday","March 17","1980-1989","1","0"
"1988","Georgetown","Big East","Big East","District of Columbia","Washington","Thompson, John","0","8","0","66","63"," 60 - 69"," 60 - 69","Louisiana State","0","Round of 64","East","19","9","At Large","Southeastern","Southeastern","Louisiana","Baton Rouge","0","9","0","East","Hartford","Connecticut","Friday","March 18","1980-1989","1","0"
"1988","Georgia Tech","Atlantic Coast","Atlantic Coast","Georgia","Atlanta","Cremins, Bobby","0","5","0","90","78"," 90 - 99"," 70 - 79","Iowa State","0","Round of 64","East","21","9","At Large","Big Twelve","Big Eight","Iowa","Ames","0","12","0","East","Hartford","Connecticut","Friday","March 18","1980-1989","1","0"
"1988","Illinois","Big Ten","Big Ten","Illinois","Champaign","Henson, Lou","16","3","0","81","72"," 80 - 89"," 70 - 79","Texas-San Antonio","0","Round of 64","Southeast","22","9","At Large","Conference USA","Atlantic Sun","Texas","San Antonio","0","14","0","Southeast","Cincinnati","Ohio","Friday","March 18","1980-1989","1","0"
"1988","Iowa","Big Ten","Big Ten","Iowa","Iowa City","Davis, Tom","17","5","0","102","98","100 or more"," 90 - 99","Florida State","0","Round of 64","West","22","9","At Large","Atlantic Coast","Metro","Florida","Tallahassee","0","12","0","West","Los Angeles","California","Friday","March 18","1980-1989","1","0"
"1988","Iowa","Big Ten","Big Ten","Iowa","Iowa City","Davis, Tom","17","5","0","104","86","100 or more"," 80 - 89","Nevada-Las Vegas","0","Round of 32","West","22","9","At Large","Mountain West","Big West","Nevada","Las Vegas","12","4","0","West","Los Angeles","California","Sunday","March 20","1980-1989","1","0"
"1988","Kansas","Big Twelve","Big Eight","Kansas","Lawrence","Brown, Larry","0","6","0","66","59"," 60 - 69"," 50 - 59","Duke","0","National Semifinals","Midwest","21","11","At Large","Atlantic Coast","Atlantic Coast","North Carolina","Durham","5","2","0","East","Kansas City","Missouri","Saturday","April 2","1980-1989","1","0"
"1988","Kansas","Big Twelve","Big Eight","Kansas","Lawrence","Brown, Larry","0","6","0","71","58"," 70 - 79"," 50 - 59","Kansas State","0","Elite Eight","Midwest","21","11","At Large","Big Twelve","Big Eight","Kansas","Manhattan","20","4","0","Midwest","Pontiac","Michigan","Sunday","March 27","1980-1989","1","0"
"1988","Kansas","Big Twelve","Big Eight","Kansas","Lawrence","Brown, Larry","0","6","0","61","58"," 60 - 69"," 50 - 59","Murray State","0","Round of 32","Midwest","21","11","At Large","Ohio Valley","Ohio Valley","Kentucky","Murray","0","14","0","Midwest","Lincoln","Nebraska","Sunday","March 20","1980-1989","1","0"
"1988","Kansas","Big Twelve","Big Eight","Kansas","Lawrence","Brown, Larry","0","6","0","83","79"," 80 - 89"," 70 - 79","Oklahoma","0","National Championship","Midwest","21","11","At Large","Big Twelve","Big Eight","Oklahoma","Norman","4","1","0","Southeast","Kansas City","Missouri","Monday","April 4","1980-1989","1","0"
"1988","Kansas","Big Twelve","Big Eight","Kansas","Lawrence","Brown, Larry","0","6","0","77","64"," 70 - 79"," 60 - 69","Vanderbilt","0","Sweet Sixteen","Midwest","21","11","At Large","Southeastern","Southeastern","Tennessee","Nashville","0","7","0","Midwest","Pontiac","Michigan","Friday","March 25","1980-1989","1","0"
"1988","Kansas","Big Twelve","Big Eight","Kansas","Lawrence","Brown, Larry","0","6","0","85","72"," 80 - 89"," 70 - 79","Xavier, Ohio","0","Round of 64","Midwest","21","11","At Large","Big East","Horizon League","Ohio","Cincinnati","18","11","0","Midwest","Lincoln","Nebraska","Friday","March 18","1980-1989","1","0"
"1988","Kansas State","Big Twelve","Big Eight","Kansas","Manhattan","Kruger, Lon","20","4","0","66","58"," 60 - 69"," 50 - 59","DePaul","0","Round of 32","Midwest","22","8","At Large","Big East","Independent","Illinois","Chicago","0","5","0","Midwest","South Bend","Indiana","Saturday","March 19","1980-1989","1","0"
"1988","Kansas State","Big Twelve","Big Eight","Kansas","Manhattan","Kruger, Lon","20","4","0","66","53"," 60 - 69"," 50 - 59","La Salle","0","Round of 64","Midwest","22","8","At Large","Atlantic Ten","Metro Atlantic","Pennsylvania","Philadelphia","0","13","0","Midwest","South Bend","Indiana","Thursday","March 17","1980-1989","1","0"
"1988","Kansas State","Big Twelve","Big Eight","Kansas","Manhattan","Kruger, Lon","20","4","0","73","70"," 70 - 79"," 70 - 79","Purdue","0","Sweet Sixteen","Midwest","22","8","At Large","Big Ten","Big Ten","Indiana","West Lafayette","3","1","0","Midwest","Pontiac","Michigan","Friday","March 25","1980-1989","1","0"
"1988","Kentucky","Southeastern","Southeastern","Kentucky","Lexington","Sutton, Eddie","6","2","0","90","81"," 90 - 99"," 80 - 89","Maryland","0","Round of 32","Southeast","25","5","Automatic","Big Ten","Atlantic Coast","Maryland","College Park","0","7","0","Southeast","Cincinnati","Ohio","Sunday","March 20","1980-1989","1","0"
"1988","Kentucky","Southeastern","Southeastern","Kentucky","Lexington","Sutton, Eddie","6","2","0","99","84"," 90 - 99"," 80 - 89","Southern","0","Round of 64","Southeast","25","5","Automatic","Southwestern Athletic","Southwestern Athletic","Louisiana","Baton Rouge","0","15","0","Southeast","Cincinnati","Ohio","Friday","March 18","1980-1989","1","0"
"1988","Louisville","Atlantic Coast","Metro","Kentucky","Louisville","Crum, Denny","0","5","0","97","76"," 90 - 99"," 70 - 79","Brigham Young","0","Round of 32","Southeast","22","10","Automatic","West Coast","Western Athletic","Utah","Provo","19","4","0","Southeast","Atlanta","Georgia","Saturday","March 19","1980-1989","1","0"
"1988","Louisville","Atlantic Coast","Metro","Kentucky","Louisville","Crum, Denny","0","5","0","70","61"," 70 - 79"," 60 - 69","Oregon State","0","Round of 64","Southeast","22","10","Automatic","Pacific Twelve","Pacific Twelve","Oregon","Corvallis","0","12","0","Southeast","Atlanta","Georgia","Thursday","March 17","1980-1989","1","0"
"1988","Loyola Marymount","West Coast","West Coast","California","Los Angeles","Westhead, Paul","15","10","0","119","115","100 or more","100 or more","Wyoming","0","Round of 64","West","27","3","Automatic","Mountain West","Western Athletic","Wyoming","Laramie","13","7","0","West","Salt Lake City","Utah","Thursday","March 17","1980-1989","1","0"
"1988","Maryland","Big Ten","Atlantic Coast","Maryland","College Park","Wade, Bob","0","7","0","92","82"," 90 - 99"," 80 - 89","California-Santa Barbara","0","Round of 64","Southeast","17","12","At Large","Big West","Big West","California","Santa Barbara","0","10","0","Southeast","Cincinnati","Ohio","Friday","March 18","1980-1989","1","0"
"1988","Memphis","American Athletic","Metro","Tennessee","Memphis","Finch, Larry","0","9","0","75","60"," 70 - 79"," 60 - 69","Baylor","0","Round of 64","Midwest","19","11","At Large","Big Twelve","Southwest","Texas","Waco","0","8","0","Midwest","South Bend","Indiana","Thursday","March 17","1980-1989","1","0"
"1988","Michigan","Big Ten","Big Ten","Michigan","Ann Arbor","Frieder, Bill","10","3","0","63","58"," 60 - 69"," 50 - 59","Boise State","0","Round of 64","West","24","7","At Large","Mountain West","Big Sky","Idaho","Boise","0","14","0","West","Salt Lake City","Utah","Thursday","March 17","1980-1989","1","0"
"1988","Michigan","Big Ten","Big Ten","Michigan","Ann Arbor","Frieder, Bill","10","3","0","108","85","100 or more"," 80 - 89","Florida","0","Round of 32","West","24","7","At Large","Southeastern","Southeastern","Florida","Gainesville","0","6","0","West","Salt Lake City","Utah","Saturday","March 19","1980-1989","1","0"
"1988","Murray State","Ohio Valley","Ohio Valley","Kentucky","Murray","Newton, Steve","0","14","0","78","75"," 70 - 79"," 70 - 79","North Carolina State","0","Round of 64","Midwest","21","8","Automatic","Atlantic Coast","Atlantic Coast","North Carolina","Raleigh","14","3","0","Midwest","Lincoln","Nebraska","Friday","March 18","1980-1989","1","0"
"1988","Nevada-Las Vegas","Mountain West","Big West","Nevada","Las Vegas","Tarkanian, Jerry","12","4","0","54","50"," 50 - 59"," 50 - 59","Missouri State","0","Round of 64","West","27","5","At Large","Missouri Valley","Summit League","Missouri","Springfield","0","13","0","West","Los Angeles","California","Friday","March 18","1980-1989","1","0"
"1988","North Carolina","Atlantic Coast","Atlantic Coast","North Carolina","Chapel Hill","Smith, Dean","7","2","0","123","97","100 or more"," 90 - 99","Loyola Marymount","0","Round of 32","West","24","6","At Large","West Coast","West Coast","California","Los Angeles","15","10","0","West","Salt Lake City","Utah","Saturday","March 19","1980-1989","1","0"
"1988","North Carolina","Atlantic Coast","Atlantic Coast","North Carolina","Chapel Hill","Smith, Dean","7","2","0","78","69"," 70 - 79"," 60 - 69","Michigan","0","Sweet Sixteen","West","24","6","At Large","Big Ten","Big Ten","Michigan","Ann Arbor","10","3","0","West","Seattle","Washington","Friday","March 25","1980-1989","1","0"
"1988","North Carolina","Atlantic Coast","Atlantic Coast","North Carolina","Chapel Hill","Smith, Dean","7","2","0","83","65"," 80 - 89"," 60 - 69","North Texas","0","Round of 64","West","24","6","At Large","Conference USA","Southland","Texas","Denton","0","15","0","West","Salt Lake City","Utah","Thursday","March 17","1980-1989","1","0"
"1988","Oklahoma","Big Twelve","Big Eight","Oklahoma","Norman","Tubbs, Billy","4","1","0","86","78"," 80 - 89"," 70 - 79","Arizona","0","National Semifinals","Southeast","30","3","Automatic","Pacific Twelve","Pacific Twelve","Arizona","Tucson","2","1","0","West","Kansas City","Missouri","Saturday","April 2","1980-1989","1","0"
"1988","Oklahoma","Big Twelve","Big Eight","Oklahoma","Norman","Tubbs, Billy","4","1","0","107","87","100 or more"," 80 - 89","Auburn","0","Round of 32","Southeast","30","3","Automatic","Southeastern","Southeastern","Alabama","Auburn","0","8","0","Southeast","Atlanta","Georgia","Saturday","March 19","1980-1989","1","0"
"1988","Oklahoma","Big Twelve","Big Eight","Oklahoma","Norman","Tubbs, Billy","4","1","0","94","66"," 90 - 99"," 60 - 69","Chattanooga","0","Round of 64","Southeast","30","3","Automatic","Southern","Southern","Tennessee","Chattanooga","0","16","0","Southeast","Atlanta","Georgia","Thursday","March 17","1980-1989","1","0"
"1988","Oklahoma","Big Twelve","Big Eight","Oklahoma","Norman","Tubbs, Billy","4","1","0","108","98","100 or more"," 90 - 99","Louisville","0","Sweet Sixteen","Southeast","30","3","Automatic","Atlantic Coast","Metro","Kentucky","Louisville","0","5","0","Southeast","Birmingham","Alabama","Thursday","March 24","1980-1989","1","0"
"1988","Oklahoma","Big Twelve","Big Eight","Oklahoma","Norman","Tubbs, Billy","4","1","0","78","59"," 70 - 79"," 50 - 59","Villanova","0","Elite Eight","Southeast","30","3","Automatic","Big East","Big East","Pennsylvania","Philadelphia","0","6","0","Southeast","Birmingham","Alabama","Saturday","March 26","1980-1989","1","0"
"1988","Pittsburgh","Atlantic Coast","Big East","Pennsylvania","Pittsburgh","Evans, Paul","8","2","0","108","90","100 or more"," 90 - 99","Eastern Michigan","0","Round of 64","Midwest","23","6","At Large","Mid American","Mid American","Michigan","Ypsilanti","0","15","0","Midwest","Lincoln","Nebraska","Friday","March 18","1980-1989","1","0"
"1988","Purdue","Big Ten","Big Ten","Indiana","West Lafayette","Keady, Gene","3","1","0","94","79"," 90 - 99"," 70 - 79","Fairleigh Dickinson","0","Round of 64","Midwest","27","3","Automatic","Northeast","Northeast","New Jersey","Teaneck","0","16","0","Midwest","South Bend","Indiana","Thursday","March 17","1980-1989","1","0"
"1988","Purdue","Big Ten","Big Ten","Indiana","West Lafayette","Keady, Gene","3","1","0","100","73","100 or more"," 70 - 79","Memphis","0","Round of 32","Midwest","27","3","Automatic","American Athletic","Metro","Tennessee","Memphis","0","9","0","Midwest","South Bend","Indiana","Saturday","March 19","1980-1989","1","0"
"1988","Rhode Island","Atlantic Ten","Atlantic Ten","Rhode Island","Kingston","Penders, Tom","0","11","0","87","80"," 80 - 89"," 80 - 89","Missouri","0","Round of 64","East","26","6","At Large","Southeastern","Big Eight","Missouri","Columbia","0","6","0","East","Chapel Hill","North Carolina","Thursday","March 17","1980-1989","1","0"
"1988","Rhode Island","Atlantic Ten","Atlantic Ten","Rhode Island","Kingston","Penders, Tom","0","11","0","97","94"," 90 - 99"," 90 - 99","Syracuse","0","Round of 32","East","26","6","At Large","Atlantic Coast","Big East","New York","Syracuse","9","3","0","East","Chapel Hill","North Carolina","Saturday","March 19","1980-1989","1","0"
"1988","Richmond","Atlantic Ten","Colonial","Virginia","Richmond","Tarrant, Dick","0","13","0","59","55"," 50 - 59"," 50 - 59","Georgia Tech","0","Round of 32","East","24","6","Automatic","Atlantic Coast","Atlantic Coast","Georgia","Atlanta","0","5","0","East","Hartford","Connecticut","Sunday","March 20","1980-1989","1","0"
"1988","Richmond","Atlantic Ten","Colonial","Virginia","Richmond","Tarrant, Dick","0","13","0","72","69"," 70 - 79"," 60 - 69","Indiana","0","Round of 64","East","24","6","Automatic","Big Ten","Big Ten","Indiana","Bloomington","0","4","0","East","Hartford","Connecticut","Friday","March 18","1980-1989","1","0"
"1988","Seton Hall","Big East","Big East","New Jersey","South Orange","Carlesimo, P.J.","0","8","0","80","64"," 80 - 89"," 60 - 69","Texas-El Paso","0","Round of 64","West","21","12","At Large","Conference USA","Western Athletic","Texas","El Paso","0","9","0","West","Los Angeles","California","Friday","March 18","1980-1989","1","0"
"1988","Southern Methodist","American Athletic","Southwest","Texas","Dallas","Bliss, Dave","0","7","0","83","75"," 80 - 89"," 70 - 79","Notre Dame","0","Round of 64","East","27","6","Automatic","Atlantic Coast","Independent","Indiana","South Bend","0","10","0","East","Chapel Hill","North Carolina","Thursday","March 17","1980-1989","1","0"
"1988","Syracuse","Atlantic Coast","Big East","New York","Syracuse","Boeheim, Jim","9","3","0","69","55"," 60 - 69"," 50 - 59","North Carolina A&T","0","Round of 64","East","25","8","Automatic","Mid Eastern","Mideastern","North Carolina","Greensboro","0","14","0","East","Chapel Hill","North Carolina","Thursday","March 17","1980-1989","1","0"
"1988","Temple","American Athletic","Atlantic Ten","Pennsylvania","Philadelphia","Chaney, John","1","1","0","74","53"," 70 - 79"," 50 - 59","Georgetown","0","Round of 32","East","29","1","Automatic","Big East","Big East","District of Columbia","Washington","0","8","0","East","Hartford","Connecticut","Sunday","March 20","1980-1989","1","0"
"1988","Temple","American Athletic","Atlantic Ten","Pennsylvania","Philadelphia","Chaney, John","1","1","0","87","73"," 80 - 89"," 70 - 79","Lehigh","0","Round of 64","East","29","1","Automatic","Patriot","East Coast","Pennsylvania","Bethlehem","0","16","0","East","Hartford","Connecticut","Friday","March 18","1980-1989","1","0"
"1988","Temple","American Athletic","Atlantic Ten","Pennsylvania","Philadelphia","Chaney, John","1","1","0","69","47"," 60 - 69","  0 - 49","Richmond","0","Sweet Sixteen","East","29","1","Automatic","Atlantic Ten","Colonial","Virginia","Richmond","0","13","0","East","East Rutherford","New Jersey","Thursday","March 24","1980-1989","1","0"
"1988","Vanderbilt","Southeastern","Southeastern","Tennessee","Nashville","Newton, C.M.","0","7","0","80","74"," 80 - 89"," 70 - 79","Pittsburgh","1","Round of 32","Midwest","18","10","At Large","Atlantic Coast","Big East","Pennsylvania","Pittsburgh","8","2","0","Midwest","Lincoln","Nebraska","Sunday","March 20","1980-1989","1","0"
"1988","Vanderbilt","Southeastern","Southeastern","Tennessee","Nashville","Newton, C.M.","0","7","0","80","77"," 80 - 89"," 70 - 79","Utah State","0","Round of 64","Midwest","18","10","At Large","Mountain West","Big West","Utah","Logan","0","10","0","Midwest","Lincoln","Nebraska","Friday","March 18","1980-1989","1","0"
"1988","Villanova","Big East","Big East","Pennsylvania","Philadelphia","Massimino, Rollie","0","6","0","82","74"," 80 - 89"," 70 - 79","Arkansas","0","Round of 64","Southeast","21","12","At Large","Southeastern","Southwest","Arkansas","Fayetteville","0","11","0","Southeast","Cincinnati","Ohio","Friday","March 18","1980-1989","1","0"
"1988","Villanova","Big East","Big East","Pennsylvania","Philadelphia","Massimino, Rollie","0","6","0","66","63"," 60 - 69"," 60 - 69","Illinois","0","Round of 32","Southeast","21","12","At Large","Big Ten","Big Ten","Illinois","Champaign","16","3","0","Southeast","Cincinnati","Ohio","Sunday","March 20","1980-1989","1","0"
"1988","Villanova","Big East","Big East","Pennsylvania","Philadelphia","Massimino, Rollie","0","6","0","80","74"," 80 - 89"," 70 - 79","Kentucky","0","Sweet Sixteen","Southeast","21","12","At Large","Southeastern","Southeastern","Kentucky","Lexington","6","2","0","Southeast","Birmingham","Alabama","Thursday","March 24","1980-1989","1","0"
"1989","Arizona","Pacific Twelve","Pacific Twelve","Arizona","Tucson","Olson, Luther","1","1","0","94","68"," 90 - 99"," 60 - 69","Clemson","0","Round of 32","West","27","3","Automatic","Atlantic Coast","Atlantic Coast","South Carolina","Clemson","0","9","0","West","Boise","Idaho","Saturday","March 18","1980-1989","1","0"
"1989","Arizona","Pacific Twelve","Pacific Twelve","Arizona","Tucson","Olson, Luther","1","1","0","94","60"," 90 - 99"," 60 - 69","Robert Morris","0","Round of 64","West","27","3","Automatic","Northeast","Northeast","Pennsylvania","Pittsburgh","0","16","0","West","Boise","Idaho","Thursday","March 16","1980-1989","1","0"
"1989","Arkansas","Southeastern","Southwest","Arkansas","Fayetteville","Richardson, Nolan","0","5","0","120","101","100 or more","100 or more","Loyola Marymount","0","Round of 64","Midwest","24","6","Automatic","West Coast","West Coast","California","Los Angeles","0","12","0","Midwest","Indianapolis","Indiana","Thursday","March 16","1980-1989","1","0"
"1989","Ball State","Mid American","Mid American","Indiana","Muncie","Majerus, Rick","18","9","0","68","64"," 60 - 69"," 60 - 69","Pittsburgh","0","Round of 64","Midwest","28","2","Automatic","Atlantic Coast","Big East","Pennsylvania","Pittsburgh","0","8","0","Midwest","Indianapolis","Indiana","Thursday","March 16","1980-1989","1","0"
"1989","Clemson","Atlantic Coast","Atlantic Coast","South Carolina","Clemson","Ellis, Cliff","0","9","0","83","70"," 80 - 89"," 70 - 79","St. Mary's, California","0","Round of 64","West","18","10","At Large","West Coast","West Coast","California","Moraga","0","8","0","West","Boise","Idaho","Thursday","March 16","1980-1989","1","0"
"1989","Colorado State","Mountain West","Western Athletic","Colorado","Fort Collins","Grant, Boyd","0","10","0","68","46"," 60 - 69","  0 - 49","Florida","0","Round of 64","Midwest","22","9","At Large","Southeastern","Southeastern","Florida","Gainesville","0","7","0","Midwest","Dallas","Texas","Friday","March 17","1980-1989","1","0"
"1989","DePaul","Big East","Independent","Illinois","Chicago","Meyer, Joey","0","12","0","66","63"," 60 - 69"," 60 - 69","Memphis","0","Round of 64","West","20","11","At Large","American Athletic","Metro","Tennessee","Memphis","0","5","0","West","Boise","Idaho","Thursday","March 16","1980-1989","1","0"
"1989","Duke","Atlantic Coast","Atlantic Coast","North Carolina","Durham","Krzyzewski, Mike","9","2","0","85","77"," 80 - 89"," 70 - 79","Georgetown","0","Elite Eight","East","24","7","At Large","Big East","Big East","District of Columbia","Washington","2","1","0","East","East Rutherford","New Jersey","Sunday","March 26","1980-1989","1","0"
"1989","Duke","Atlantic Coast","Atlantic Coast","North Carolina","Durham","Krzyzewski, Mike","9","2","0","87","70"," 80 - 89"," 70 - 79","Minnesota","0","Sweet Sixteen","East","24","7","At Large","Big Ten","Big Ten","Minnesota","Minneapolis","0","11","0","East","East Rutherford","New Jersey","Friday","March 24","1980-1989","1","0"
"1989","Duke","Atlantic Coast","Atlantic Coast","North Carolina","Durham","Krzyzewski, Mike","9","2","0","90","69"," 90 - 99"," 60 - 69","South Carolina State","0","Round of 64","East","24","7","At Large","Mid Eastern","Mideastern","South Carolina","Orangeburg","0","15","0","East","Greensboro","North Carolina","Thursday","March 16","1980-1989","1","0"
